# FONLL heavy quark hadroproduction cross section, calculated on Sun May2 21:38:53 CEST 2021
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = bottom
# final state = meson. NP params (cm,lm,hm) = 24.2, 26.7, 22.2
# BR(q->meson) = 1
# ebeam1 = 6500, ebeam2 = 6500
# PDF set = CTEQ6.6
# ptmin = 0.025
# ptmax = 100.025
# ymin = -1
# ymax = 1
# Uncertainties from scales, masses, PDFs combined quadratically
# cross section is ds/dpt (pb/GeV)
pt central min max min_sc max_sc min_mass max_mass min_pdf max_pdf fr=.5.5 fr=22 fr=21 fr=12 fr=1.5 fr=.51
5.1750 1.3525e+07 7.9618e+06 1.9787e+07 8.4408e+06 1.9286e+07 1.1884e+07 1.5428e+07 1.1972e+07 1.5077e+07 1.3085e+07 1.3458e+07 1.7141e+07 1.0075e+07 1.9286e+07 8.4408e+06
5.2250 1.3372e+07 7.8961e+06 1.9559e+07 8.3669e+06 1.9069e+07 1.1759e+07 1.5241e+07 1.1845e+07 1.4899e+07 1.2962e+07 1.3294e+07 1.6940e+07 9.9606e+06 1.9069e+07 8.3669e+06
5.2750 1.3220e+07 7.8299e+06 1.9332e+07 8.2925e+06 1.8853e+07 1.1634e+07 1.5056e+07 1.1717e+07 1.4722e+07 1.2838e+07 1.3130e+07 1.6740e+07 9.8469e+06 1.8853e+07 8.2925e+06
5.3250 1.3068e+07 7.7634e+06 1.9105e+07 8.2179e+06 1.8637e+07 1.1509e+07 1.4870e+07 1.1589e+07 1.4546e+07 1.2714e+07 1.2967e+07 1.6540e+07 9.7334e+06 1.8637e+07 8.2179e+06
5.3750 1.2916e+07 7.6963e+06 1.8879e+07 8.1429e+06 1.8421e+07 1.1384e+07 1.4686e+07 1.1461e+07 1.4371e+07 1.2590e+07 1.2805e+07 1.6341e+07 9.6203e+06 1.8421e+07 8.1429e+06
5.4250 1.2765e+07 7.6291e+06 1.8653e+07 8.0678e+06 1.8206e+07 1.1259e+07 1.4503e+07 1.1334e+07 1.4196e+07 1.2466e+07 1.2644e+07 1.6143e+07 9.5076e+06 1.8206e+07 8.0678e+06
5.4750 1.2614e+07 7.5614e+06 1.8428e+07 7.9923e+06 1.7991e+07 1.1135e+07 1.4320e+07 1.1206e+07 1.4022e+07 1.2342e+07 1.2483e+07 1.5945e+07 9.3953e+06 1.7991e+07 7.9923e+06
5.5250 1.2464e+07 7.4934e+06 1.8204e+07 7.9167e+06 1.7777e+07 1.1010e+07 1.4139e+07 1.1079e+07 1.3848e+07 1.2217e+07 1.2324e+07 1.5748e+07 9.2835e+06 1.7777e+07 7.9167e+06
5.5750 1.2314e+07 7.4252e+06 1.7981e+07 7.8410e+06 1.7563e+07 1.0886e+07 1.3958e+07 1.0953e+07 1.3676e+07 1.2092e+07 1.2165e+07 1.5552e+07 9.1722e+06 1.7563e+07 7.8410e+06
5.6250 1.2166e+07 7.3568e+06 1.7759e+07 7.7652e+06 1.7351e+07 1.0763e+07 1.3779e+07 1.0826e+07 1.3505e+07 1.1968e+07 1.2008e+07 1.5357e+07 9.0616e+06 1.7351e+07 7.7652e+06
5.6750 1.2018e+07 7.2883e+06 1.7538e+07 7.6894e+06 1.7139e+07 1.0640e+07 1.3601e+07 1.0701e+07 1.3334e+07 1.1843e+07 1.1852e+07 1.5163e+07 8.9515e+06 1.7139e+07 7.6894e+06
5.7250 1.1870e+07 7.2196e+06 1.7318e+07 7.6135e+06 1.6929e+07 1.0517e+07 1.3424e+07 1.0576e+07 1.3165e+07 1.1719e+07 1.1696e+07 1.4970e+07 8.8421e+06 1.6929e+07 7.6135e+06
5.7750 1.1724e+07 7.1509e+06 1.7100e+07 7.5377e+06 1.6720e+07 1.0395e+07 1.3249e+07 1.0451e+07 1.2997e+07 1.1595e+07 1.1543e+07 1.4779e+07 8.7335e+06 1.6720e+07 7.5377e+06
5.8250 1.1579e+07 7.0821e+06 1.6883e+07 7.4619e+06 1.6511e+07 1.0273e+07 1.3075e+07 1.0327e+07 1.2830e+07 1.1471e+07 1.1390e+07 1.4589e+07 8.6255e+06 1.6511e+07 7.4619e+06
5.8750 1.1434e+07 7.0133e+06 1.6668e+07 7.3862e+06 1.6304e+07 1.0152e+07 1.2903e+07 1.0204e+07 1.2665e+07 1.1347e+07 1.1239e+07 1.4400e+07 8.5183e+06 1.6304e+07 7.3862e+06
5.9250 1.1291e+07 6.9445e+06 1.6454e+07 7.3106e+06 1.6099e+07 1.0032e+07 1.2732e+07 1.0081e+07 1.2501e+07 1.1224e+07 1.1088e+07 1.4212e+07 8.4119e+06 1.6099e+07 7.3106e+06
5.9750 1.1149e+07 6.8757e+06 1.6241e+07 7.2352e+06 1.5895e+07 9.9123e+06 1.2562e+07 9.9592e+06 1.2338e+07 1.1101e+07 1.0940e+07 1.4026e+07 8.3063e+06 1.5895e+07 7.2352e+06
6.0250 1.1007e+07 6.8070e+06 1.6031e+07 7.1600e+06 1.5692e+07 9.7934e+06 1.2394e+07 9.8382e+06 1.2177e+07 1.0978e+07 1.0792e+07 1.3841e+07 8.2015e+06 1.5692e+07 7.1600e+06
6.0750 1.0867e+07 6.7384e+06 1.5821e+07 7.0849e+06 1.5490e+07 9.6753e+06 1.2227e+07 9.7179e+06 1.2016e+07 1.0856e+07 1.0646e+07 1.3658e+07 8.0976e+06 1.5490e+07 7.0849e+06
6.1250 1.0728e+07 6.6699e+06 1.5614e+07 7.0101e+06 1.5290e+07 9.5579e+06 1.2062e+07 9.5984e+06 1.1858e+07 1.0735e+07 1.0502e+07 1.3476e+07 7.9946e+06 1.5290e+07 7.0101e+06
6.1750 1.0590e+07 6.6015e+06 1.5408e+07 6.9355e+06 1.5092e+07 9.4413e+06 1.1899e+07 9.4799e+06 1.1701e+07 1.0614e+07 1.0359e+07 1.3296e+07 7.8924e+06 1.5092e+07 6.9355e+06
6.2250 1.0454e+07 6.5333e+06 1.5204e+07 6.8612e+06 1.4896e+07 9.3256e+06 1.1738e+07 9.3622e+06 1.1545e+07 1.0493e+07 1.0217e+07 1.3118e+07 7.7912e+06 1.4896e+07 6.8612e+06
6.2750 1.0318e+07 6.4653e+06 1.5002e+07 6.7872e+06 1.4700e+07 9.2108e+06 1.1578e+07 9.2454e+06 1.1391e+07 1.0374e+07 1.0077e+07 1.2941e+07 7.6909e+06 1.4700e+07 6.7872e+06
6.3250 1.0184e+07 6.3975e+06 1.4802e+07 6.7136e+06 1.4507e+07 9.0968e+06 1.1419e+07 9.1296e+06 1.1238e+07 1.0254e+07 9.9381e+06 1.2766e+07 7.5915e+06 1.4507e+07 6.7136e+06
6.3750 1.0051e+07 6.3300e+06 1.4604e+07 6.6402e+06 1.4316e+07 8.9838e+06 1.1263e+07 9.0148e+06 1.1087e+07 1.0136e+07 9.8008e+06 1.2592e+07 7.4931e+06 1.4316e+07 6.6402e+06
6.4250 9.9191e+06 6.2628e+06 1.4407e+07 6.5673e+06 1.4126e+07 8.8717e+06 1.1108e+07 8.9009e+06 1.0937e+07 1.0018e+07 9.6651e+06 1.2421e+07 7.3957e+06 1.4126e+07 6.5673e+06
6.4750 9.7887e+06 6.1959e+06 1.4213e+07 6.4948e+06 1.3938e+07 8.7606e+06 1.0954e+07 8.7880e+06 1.0789e+07 9.9011e+06 9.5309e+06 1.2251e+07 7.2992e+06 1.3938e+07 6.4948e+06
6.5250 9.6595e+06 6.1293e+06 1.4020e+07 6.4227e+06 1.3751e+07 8.6504e+06 1.0803e+07 8.6762e+06 1.0643e+07 9.7849e+06 9.3982e+06 1.2082e+07 7.2037e+06 1.3751e+07 6.4227e+06
6.5750 9.5317e+06 6.0630e+06 1.3830e+07 6.3510e+06 1.3567e+07 8.5412e+06 1.0653e+07 8.5653e+06 1.0498e+07 9.6694e+06 9.2670e+06 1.1916e+07 7.1092e+06 1.3567e+07 6.3510e+06
6.6250 9.4052e+06 5.9970e+06 1.3641e+07 6.2797e+06 1.3384e+07 8.4330e+06 1.0505e+07 8.4555e+06 1.0355e+07 9.5548e+06 9.1374e+06 1.1751e+07 7.0157e+06 1.3384e+07 6.2797e+06
6.6750 9.2800e+06 5.9315e+06 1.3455e+07 6.2090e+06 1.3203e+07 8.3258e+06 1.0359e+07 8.3468e+06 1.0213e+07 9.4410e+06 9.0093e+06 1.1589e+07 6.9232e+06 1.3203e+07 6.2090e+06
6.7250 9.1562e+06 5.8662e+06 1.3270e+07 6.1386e+06 1.3024e+07 8.2196e+06 1.0214e+07 8.2392e+06 1.0073e+07 9.3280e+06 8.8828e+06 1.1428e+07 6.8318e+06 1.3024e+07 6.1386e+06
6.7750 9.0337e+06 5.8014e+06 1.3088e+07 6.0688e+06 1.2848e+07 8.1145e+06 1.0071e+07 8.1326e+06 9.9348e+06 9.2158e+06 8.7578e+06 1.1268e+07 6.7413e+06 1.2848e+07 6.0688e+06
6.8250 8.9126e+06 5.7369e+06 1.2907e+07 5.9994e+06 1.2672e+07 8.0105e+06 9.9302e+06 8.0271e+06 9.7981e+06 9.1046e+06 8.6344e+06 1.1111e+07 6.6519e+06 1.2672e+07 5.9994e+06
6.8750 8.7928e+06 5.6729e+06 1.2729e+07 5.9304e+06 1.2499e+07 7.9074e+06 9.7909e+06 7.9227e+06 9.6629e+06 8.9941e+06 8.5125e+06 1.0956e+07 6.5634e+06 1.2499e+07 5.9304e+06
6.9250 8.6744e+06 5.6092e+06 1.2552e+07 5.8620e+06 1.2328e+07 7.8055e+06 9.6533e+06 7.8194e+06 9.5294e+06 8.8845e+06 8.3921e+06 1.0802e+07 6.4760e+06 1.2328e+07 5.8620e+06
6.9750 8.5574e+06 5.5459e+06 1.2378e+07 5.7940e+06 1.2159e+07 7.7046e+06 9.5174e+06 7.7172e+06 9.3975e+06 8.7758e+06 8.2733e+06 1.0650e+07 6.3897e+06 1.2159e+07 5.7940e+06
7.0250 8.4417e+06 5.4830e+06 1.2206e+07 5.7265e+06 1.1992e+07 7.6048e+06 9.3832e+06 7.6161e+06 9.2673e+06 8.6679e+06 8.1560e+06 1.0500e+07 6.3043e+06 1.1992e+07 5.7265e+06
7.0750 8.3274e+06 5.4205e+06 1.2036e+07 5.6596e+06 1.1826e+07 7.5061e+06 9.2508e+06 7.5162e+06 9.1386e+06 8.5610e+06 8.0403e+06 1.0352e+07 6.2200e+06 1.1826e+07 5.6596e+06
7.1250 8.2145e+06 5.3586e+06 1.1868e+07 5.5932e+06 1.1663e+07 7.4085e+06 9.1201e+06 7.4173e+06 9.0116e+06 8.4551e+06 7.9261e+06 1.0206e+07 6.1367e+06 1.1663e+07 5.5932e+06
7.1750 8.1029e+06 5.2971e+06 1.1702e+07 5.5274e+06 1.1501e+07 7.3119e+06 8.9912e+06 7.3196e+06 8.8862e+06 8.3502e+06 7.8134e+06 1.0061e+07 6.0544e+06 1.1501e+07 5.5274e+06
7.2250 7.9927e+06 5.2362e+06 1.1538e+07 5.4623e+06 1.1342e+07 7.2164e+06 8.8639e+06 7.2230e+06 8.7624e+06 8.2464e+06 7.7023e+06 9.9189e+06 5.9731e+06 1.1342e+07 5.4623e+06
7.2750 7.8839e+06 5.1759e+06 1.1376e+07 5.3977e+06 1.1184e+07 7.1221e+06 8.7384e+06 7.1276e+06 8.6402e+06 8.1436e+06 7.5926e+06 9.7782e+06 5.8928e+06 1.1184e+07 5.3977e+06
7.3250 7.7764e+06 5.1161e+06 1.1216e+07 5.3339e+06 1.1029e+07 7.0288e+06 8.6145e+06 7.0332e+06 8.5196e+06 8.0419e+06 7.4845e+06 9.6394e+06 5.8136e+06 1.1029e+07 5.3339e+06
7.3750 7.6703e+06 5.0569e+06 1.1059e+07 5.2706e+06 1.0875e+07 6.9366e+06 8.4923e+06 6.9400e+06 8.4006e+06 7.9414e+06 7.3778e+06 9.5024e+06 5.7354e+06 1.0875e+07 5.2706e+06
7.4250 7.5656e+06 4.9983e+06 1.0903e+07 5.2081e+06 1.0724e+07 6.8454e+06 8.3718e+06 6.8479e+06 8.2832e+06 7.8420e+06 7.2726e+06 9.3673e+06 5.6581e+06 1.0724e+07 5.2081e+06
7.4750 7.4621e+06 4.9403e+06 1.0749e+07 5.1463e+06 1.0574e+07 6.7554e+06 8.2529e+06 6.7569e+06 8.1674e+06 7.7438e+06 7.1689e+06 9.2339e+06 5.5818e+06 1.0574e+07 5.1463e+06
7.5250 7.3600e+06 4.8829e+06 1.0598e+07 5.0852e+06 1.0426e+07 6.6664e+06 8.1357e+06 6.6670e+06 8.0531e+06 7.6468e+06 7.0666e+06 9.1023e+06 5.5066e+06 1.0426e+07 5.0852e+06
7.5750 7.2593e+06 4.8262e+06 1.0448e+07 5.0248e+06 1.0280e+07 6.5786e+06 8.0201e+06 6.5782e+06 7.9403e+06 7.5509e+06 6.9658e+06 8.9726e+06 5.4323e+06 1.0280e+07 5.0248e+06
7.6250 7.1598e+06 4.7700e+06 1.0300e+07 4.9651e+06 1.0136e+07 6.4917e+06 7.9061e+06 6.4906e+06 7.8291e+06 7.4561e+06 6.8664e+06 8.8446e+06 5.3590e+06 1.0136e+07 4.9651e+06
7.6750 7.0617e+06 4.7144e+06 1.0155e+07 4.9060e+06 9.9940e+06 6.4060e+06 7.7938e+06 6.4040e+06 7.7194e+06 7.3624e+06 6.7684e+06 8.7184e+06 5.2866e+06 9.9940e+06 4.9060e+06
7.7250 6.9649e+06 4.6594e+06 1.0011e+07 4.8475e+06 9.8538e+06 6.3213e+06 7.6830e+06 6.3185e+06 7.6112e+06 7.2697e+06 6.6718e+06 8.5939e+06 5.2153e+06 9.8538e+06 4.8475e+06
7.7750 6.8693e+06 4.6049e+06 9.8693e+06 4.7896e+06 9.7154e+06 6.2376e+06 7.5738e+06 6.2341e+06 7.5045e+06 7.1781e+06 6.5766e+06 8.4711e+06 5.1448e+06 9.7154e+06 4.7896e+06
7.8250 6.7751e+06 4.5509e+06 9.7295e+06 4.7323e+06 9.5789e+06 6.1550e+06 7.4661e+06 6.1508e+06 7.3993e+06 7.0874e+06 6.4828e+06 8.3501e+06 5.0754e+06 9.5789e+06 4.7323e+06
7.8750 6.6821e+06 4.4973e+06 9.5917e+06 4.6755e+06 9.4443e+06 6.0735e+06 7.3600e+06 6.0685e+06 7.2956e+06 6.9976e+06 6.3903e+06 8.2308e+06 5.0068e+06 9.4443e+06 4.6755e+06
7.9250 6.5904e+06 4.4442e+06 9.4558e+06 4.6192e+06 9.3115e+06 5.9930e+06 7.2554e+06 5.9874e+06 7.1933e+06 6.9087e+06 6.2992e+06 8.1131e+06 4.9392e+06 9.3115e+06 4.6192e+06
7.9750 6.4999e+06 4.3916e+06 9.3217e+06 4.5635e+06 9.1805e+06 5.9135e+06 7.1524e+06 5.9072e+06 7.0925e+06 6.8208e+06 6.2094e+06 7.9971e+06 4.8725e+06 9.1805e+06 4.5635e+06
8.0250 6.4106e+06 4.3394e+06 9.1895e+06 4.5082e+06 9.0513e+06 5.8350e+06 7.0508e+06 5.8281e+06 6.9931e+06 6.7336e+06 6.1209e+06 7.8828e+06 4.8067e+06 9.0513e+06 4.5082e+06
8.0750 6.3226e+06 4.2876e+06 9.0592e+06 4.4533e+06 8.9239e+06 5.7576e+06 6.9507e+06 5.7501e+06 6.8951e+06 6.6473e+06 6.0337e+06 7.7701e+06 4.7418e+06 8.9239e+06 4.4533e+06
8.1250 6.2358e+06 4.2362e+06 8.9307e+06 4.3989e+06 8.7982e+06 5.6811e+06 6.8521e+06 5.6731e+06 6.7985e+06 6.5618e+06 5.9478e+06 7.6591e+06 4.6778e+06 8.7982e+06 4.3989e+06
8.1750 6.1502e+06 4.1852e+06 8.8041e+06 4.3449e+06 8.6744e+06 5.6057e+06 6.7549e+06 5.5971e+06 6.7033e+06 6.4772e+06 5.8632e+06 7.5496e+06 4.6147e+06 8.6744e+06 4.3449e+06
8.2250 6.0658e+06 4.1346e+06 8.6792e+06 4.2915e+06 8.5522e+06 5.5312e+06 6.6591e+06 5.5221e+06 6.6095e+06 6.3934e+06 5.7798e+06 7.4417e+06 4.5525e+06 8.5522e+06 4.2915e+06
8.2750 5.9826e+06 4.0845e+06 8.5561e+06 4.2385e+06 8.4318e+06 5.4578e+06 6.5648e+06 5.4481e+06 6.5170e+06 6.3105e+06 5.6976e+06 7.3354e+06 4.4911e+06 8.4318e+06 4.2385e+06
8.3250 5.9005e+06 4.0349e+06 8.4348e+06 4.1861e+06 8.3130e+06 5.3852e+06 6.4718e+06 5.3752e+06 6.4258e+06 6.2285e+06 5.6167e+06 7.2306e+06 4.4306e+06 8.3130e+06 4.1861e+06
8.3750 5.8196e+06 3.9857e+06 8.3152e+06 4.1342e+06 8.1960e+06 5.3137e+06 6.3802e+06 5.3032e+06 6.3360e+06 6.1475e+06 5.5369e+06 7.1274e+06 4.3709e+06 8.1960e+06 4.1342e+06
8.4250 5.7398e+06 3.9371e+06 8.1973e+06 4.0829e+06 8.0806e+06 5.2431e+06 6.2899e+06 5.2321e+06 6.2474e+06 6.0674e+06 5.4584e+06 7.0256e+06 4.3121e+06 8.0806e+06 4.0829e+06
8.4750 5.6611e+06 3.8890e+06 8.0812e+06 4.0321e+06 7.9668e+06 5.1735e+06 6.2010e+06 5.1621e+06 6.1602e+06 5.9882e+06 5.3810e+06 6.9254e+06 4.2541e+06 7.9668e+06 4.0321e+06
8.5250 5.5836e+06 3.8414e+06 7.9667e+06 3.9819e+06 7.8547e+06 5.1048e+06 6.1135e+06 5.0930e+06 6.0742e+06 5.9100e+06 5.3048e+06 6.8266e+06 4.1969e+06 7.8547e+06 3.9819e+06
8.5750 5.5071e+06 3.7944e+06 7.8539e+06 3.9324e+06 7.7442e+06 5.0370e+06 6.0272e+06 5.0248e+06 5.9895e+06 5.8328e+06 5.2297e+06 6.7293e+06 4.1405e+06 7.7442e+06 3.9324e+06
8.6250 5.4318e+06 3.7479e+06 7.7427e+06 3.8834e+06 7.6352e+06 4.9701e+06 5.9422e+06 4.9576e+06 5.9060e+06 5.7566e+06 5.1558e+06 6.6334e+06 4.0849e+06 7.6352e+06 3.8834e+06
8.6750 5.3575e+06 3.7019e+06 7.6332e+06 3.8350e+06 7.5279e+06 4.9042e+06 5.8585e+06 4.8913e+06 5.8237e+06 5.6814e+06 5.0830e+06 6.5390e+06 4.0301e+06 7.5279e+06 3.8350e+06
8.7250 5.2843e+06 3.6566e+06 7.5253e+06 3.7872e+06 7.4221e+06 4.8391e+06 5.7760e+06 4.8259e+06 5.7427e+06 5.6072e+06 5.0112e+06 6.4460e+06 3.9761e+06 7.4221e+06 3.7872e+06
8.7750 5.2121e+06 3.6117e+06 7.4189e+06 3.7400e+06 7.3178e+06 4.7750e+06 5.6948e+06 4.7614e+06 5.6628e+06 5.5339e+06 4.9406e+06 6.3543e+06 3.9229e+06 7.3178e+06 3.7400e+06
8.8250 5.1410e+06 3.5674e+06 7.3141e+06 3.6934e+06 7.2150e+06 4.7117e+06 5.6148e+06 4.6978e+06 5.5841e+06 5.4616e+06 4.8710e+06 6.2641e+06 3.8704e+06 7.2150e+06 3.6934e+06
8.8750 5.0708e+06 3.5237e+06 7.2109e+06 3.6474e+06 7.1138e+06 4.6493e+06 5.5360e+06 4.6351e+06 5.5066e+06 5.3902e+06 4.8025e+06 6.1751e+06 3.8186e+06 7.1138e+06 3.6474e+06
8.9250 5.0018e+06 3.4805e+06 7.1092e+06 3.6020e+06 7.0140e+06 4.5877e+06 5.4583e+06 4.5733e+06 5.4302e+06 5.3198e+06 4.7350e+06 6.0876e+06 3.7676e+06 7.0140e+06 3.6020e+06
8.9750 4.9336e+06 3.4378e+06 7.0090e+06 3.5572e+06 6.9157e+06 4.5270e+06 5.3819e+06 4.5123e+06 5.3550e+06 5.2504e+06 4.6685e+06 6.0013e+06 3.7174e+06 6.9157e+06 3.5572e+06
9.0250 4.8665e+06 3.3956e+06 6.9103e+06 3.5129e+06 6.8188e+06 4.4671e+06 5.3066e+06 4.4522e+06 5.2809e+06 5.1818e+06 4.6031e+06 5.9163e+06 3.6678e+06 6.8188e+06 3.5129e+06
9.0750 4.8004e+06 3.3540e+06 6.8130e+06 3.4692e+06 6.7234e+06 4.4081e+06 5.2324e+06 4.3929e+06 5.2079e+06 5.1142e+06 4.5386e+06 5.8326e+06 3.6190e+06 6.7234e+06 3.4692e+06
9.1250 4.7352e+06 3.3130e+06 6.7172e+06 3.4261e+06 6.6294e+06 4.3499e+06 5.1594e+06 4.3345e+06 5.1359e+06 5.0476e+06 4.4752e+06 5.7502e+06 3.5708e+06 6.6294e+06 3.4261e+06
9.1750 4.6710e+06 3.2724e+06 6.6228e+06 3.3836e+06 6.5367e+06 4.2925e+06 5.0875e+06 4.2769e+06 5.0651e+06 4.9819e+06 4.4127e+06 5.6690e+06 3.5234e+06 6.5367e+06 3.3836e+06
9.2250 4.6077e+06 3.2325e+06 6.5299e+06 3.3417e+06 6.4454e+06 4.2359e+06 5.0166e+06 4.2201e+06 4.9953e+06 4.9172e+06 4.3511e+06 5.5891e+06 3.4766e+06 6.4454e+06 3.3417e+06
9.2750 4.5453e+06 3.1930e+06 6.4383e+06 3.3003e+06 6.3555e+06 4.1801e+06 4.9469e+06 4.1641e+06 4.9265e+06 4.8533e+06 4.2905e+06 5.5104e+06 3.4305e+06 6.3555e+06 3.3003e+06
9.3250 4.4838e+06 3.1541e+06 6.3481e+06 3.2595e+06 6.2669e+06 4.1250e+06 4.8782e+06 4.1089e+06 4.8588e+06 4.7904e+06 4.2308e+06 5.4328e+06 3.3851e+06 6.2669e+06 3.2595e+06
9.3750 4.4233e+06 3.1157e+06 6.2593e+06 3.2193e+06 6.1797e+06 4.0708e+06 4.8105e+06 4.0545e+06 4.7921e+06 4.7284e+06 4.1721e+06 5.3565e+06 3.3404e+06 6.1797e+06 3.2193e+06
9.4250 4.3636e+06 3.0778e+06 6.1718e+06 3.1797e+06 6.0937e+06 4.0173e+06 4.7439e+06 4.0008e+06 4.7263e+06 4.6673e+06 4.1142e+06 5.2813e+06 3.2962e+06 6.0937e+06 3.1797e+06
9.4750 4.3048e+06 3.0405e+06 6.0856e+06 3.1406e+06 6.0090e+06 3.9646e+06 4.6782e+06 3.9479e+06 4.6616e+06 4.6071e+06 4.0572e+06 5.2073e+06 3.2528e+06 6.0090e+06 3.1406e+06
9.5250 4.2468e+06 3.0037e+06 6.0007e+06 3.1021e+06 5.9256e+06 3.9126e+06 4.6136e+06 3.8958e+06 4.5978e+06 4.5477e+06 4.0011e+06 5.1344e+06 3.2099e+06 5.9256e+06 3.1021e+06
9.5750 4.1897e+06 2.9673e+06 5.9171e+06 3.0640e+06 5.8434e+06 3.8613e+06 4.5500e+06 3.8444e+06 4.5350e+06 4.4892e+06 3.9459e+06 5.0626e+06 3.1677e+06 5.8434e+06 3.0640e+06
9.6250 4.1335e+06 2.9314e+06 5.8347e+06 3.0265e+06 5.7624e+06 3.8108e+06 4.4873e+06 3.7938e+06 4.4732e+06 4.4314e+06 3.8915e+06 4.9919e+06 3.1261e+06 5.7624e+06 3.0265e+06
9.6750 4.0780e+06 2.8959e+06 5.7536e+06 2.9894e+06 5.6827e+06 3.7609e+06 4.4256e+06 3.7438e+06 4.4122e+06 4.3745e+06 3.8379e+06 4.9223e+06 3.0851e+06 5.6827e+06 2.9894e+06
9.7250 4.0234e+06 2.8609e+06 5.6737e+06 2.9528e+06 5.6042e+06 3.7118e+06 4.3648e+06 3.6946e+06 4.3522e+06 4.3183e+06 3.7852e+06 4.8537e+06 3.0446e+06 5.6042e+06 2.9528e+06
9.7750 3.9696e+06 2.8263e+06 5.5950e+06 2.9167e+06 5.5268e+06 3.6634e+06 4.3049e+06 3.6460e+06 4.2931e+06 4.2628e+06 3.7332e+06 4.7862e+06 3.0048e+06 5.5268e+06 2.9167e+06
9.8250 3.9165e+06 2.7922e+06 5.5175e+06 2.8810e+06 5.4505e+06 3.6156e+06 4.2460e+06 3.5982e+06 4.2348e+06 4.2081e+06 3.6820e+06 4.7197e+06 2.9655e+06 5.4505e+06 2.8810e+06
9.8750 3.8642e+06 2.7585e+06 5.4411e+06 2.8458e+06 5.3754e+06 3.5686e+06 4.1879e+06 3.5511e+06 4.1774e+06 4.1542e+06 3.6317e+06 4.6542e+06 2.9268e+06 5.3754e+06 2.8458e+06
9.9250 3.8127e+06 2.7252e+06 5.3659e+06 2.8110e+06 5.3015e+06 3.5221e+06 4.1307e+06 3.5046e+06 4.1209e+06 4.1010e+06 3.5821e+06 4.5898e+06 2.8887e+06 5.3015e+06 2.8110e+06
9.9750 3.7620e+06 2.6923e+06 5.2919e+06 2.7767e+06 5.2286e+06 3.4764e+06 4.0744e+06 3.4588e+06 4.0652e+06 4.0484e+06 3.5332e+06 4.5262e+06 2.8511e+06 5.2286e+06 2.7767e+06
10.0250 3.7120e+06 2.6598e+06 5.2189e+06 2.7429e+06 5.1568e+06 3.4313e+06 4.0189e+06 3.4136e+06 4.0104e+06 3.9967e+06 3.4851e+06 4.4637e+06 2.8141e+06 5.1568e+06 2.7429e+06
10.0750 3.6627e+06 2.6278e+06 5.1471e+06 2.7094e+06 5.0861e+06 3.3868e+06 3.9643e+06 3.3691e+06 3.9564e+06 3.9456e+06 3.4377e+06 4.4021e+06 2.7776e+06 5.0861e+06 2.7094e+06
10.1250 3.6142e+06 2.5962e+06 5.0763e+06 2.6765e+06 5.0165e+06 3.3430e+06 3.9105e+06 3.3252e+06 3.9031e+06 3.8952e+06 3.3910e+06 4.3415e+06 2.7416e+06 5.0165e+06 2.6765e+06
10.1750 3.5663e+06 2.5649e+06 5.0066e+06 2.6439e+06 4.9479e+06 3.2998e+06 3.8575e+06 3.2819e+06 3.8507e+06 3.8455e+06 3.3451e+06 4.2818e+06 2.7062e+06 4.9479e+06 2.6439e+06
10.2250 3.5192e+06 2.5341e+06 4.9379e+06 2.6118e+06 4.8803e+06 3.2572e+06 3.8053e+06 3.2393e+06 3.7991e+06 3.7965e+06 3.2998e+06 4.2230e+06 2.6712e+06 4.8803e+06 2.6118e+06
10.2750 3.4727e+06 2.5036e+06 4.8703e+06 2.5800e+06 4.8138e+06 3.2152e+06 3.7539e+06 3.1973e+06 3.7482e+06 3.7481e+06 3.2553e+06 4.1651e+06 2.6368e+06 4.8138e+06 2.5800e+06
10.3250 3.4270e+06 2.4736e+06 4.8037e+06 2.5487e+06 4.7482e+06 3.1737e+06 3.7033e+06 3.1558e+06 3.6981e+06 3.7004e+06 3.2114e+06 4.1080e+06 2.6028e+06 4.7482e+06 2.5487e+06
10.3750 3.3819e+06 2.4439e+06 4.7382e+06 2.5178e+06 4.6836e+06 3.1329e+06 3.6534e+06 3.1150e+06 3.6488e+06 3.6534e+06 3.1682e+06 4.0519e+06 2.5694e+06 4.6836e+06 2.5178e+06
10.4250 3.3374e+06 2.4146e+06 4.6735e+06 2.4873e+06 4.6200e+06 3.0927e+06 3.6043e+06 3.0748e+06 3.6001e+06 3.6070e+06 3.1256e+06 3.9966e+06 2.5364e+06 4.6200e+06 2.4873e+06
10.4750 3.2936e+06 2.3857e+06 4.6099e+06 2.4572e+06 4.5573e+06 3.0530e+06 3.5559e+06 3.0351e+06 3.5522e+06 3.5612e+06 3.0837e+06 3.9421e+06 2.5039e+06 4.5573e+06 2.4572e+06
10.5250 3.2505e+06 2.3571e+06 4.5472e+06 2.4275e+06 4.4956e+06 3.0139e+06 3.5083e+06 2.9960e+06 3.5050e+06 3.5161e+06 3.0424e+06 3.8885e+06 2.4719e+06 4.4956e+06 2.4275e+06
10.5750 3.2080e+06 2.3290e+06 4.4855e+06 2.3982e+06 4.4348e+06 2.9754e+06 3.4614e+06 2.9574e+06 3.4586e+06 3.4716e+06 3.0018e+06 3.8356e+06 2.4403e+06 4.4348e+06 2.3982e+06
