# FONLL heavy quark hadroproduction cross section, calculated on Sun May2 21:38:53 CEST 2021
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = bottom
# final state = meson. NP params (cm,lm,hm) = 24.2, 26.7, 22.2
# BR(q->meson) = 1
# ebeam1 = 6500, ebeam2 = 6500
# PDF set = CTEQ6.6
# ptmin = 0.025
# ptmax = 100.025
# ymin = -1
# ymax = 1
# Uncertainties from scales, masses, PDFs combined quadratically
# cross section is ds/dpt (pb/GeV)
pt central min max min_sc max_sc min_mass max_mass min_pdf max_pdf fr=.5.5 fr=22 fr=21 fr=12 fr=1.5 fr=.51
43.5750 1.4652e+04 1.2485e+04 1.7161e+04 1.2635e+04 1.7033e+04 1.4404e+04 1.4897e+04 1.3900e+04 1.5404e+04 1.6124e+04 1.3514e+04 1.5500e+04 1.2635e+04 1.7033e+04 1.3561e+04
43.6250 1.4575e+04 1.2420e+04 1.7069e+04 1.2569e+04 1.6941e+04 1.4329e+04 1.4818e+04 1.3827e+04 1.5323e+04 1.6039e+04 1.3443e+04 1.5417e+04 1.2569e+04 1.6941e+04 1.3491e+04
43.6750 1.4498e+04 1.2356e+04 1.6977e+04 1.2504e+04 1.6850e+04 1.4254e+04 1.4739e+04 1.3754e+04 1.5242e+04 1.5954e+04 1.3372e+04 1.5335e+04 1.2504e+04 1.6850e+04 1.3421e+04
43.7250 1.4422e+04 1.2292e+04 1.6886e+04 1.2439e+04 1.6760e+04 1.4179e+04 1.4662e+04 1.3682e+04 1.5162e+04 1.5869e+04 1.3302e+04 1.5254e+04 1.2439e+04 1.6760e+04 1.3352e+04
43.7750 1.4346e+04 1.2228e+04 1.6795e+04 1.2375e+04 1.6670e+04 1.4105e+04 1.4584e+04 1.3610e+04 1.5082e+04 1.5785e+04 1.3232e+04 1.5172e+04 1.2375e+04 1.6670e+04 1.3283e+04
43.8250 1.4271e+04 1.2165e+04 1.6705e+04 1.2311e+04 1.6580e+04 1.4031e+04 1.4507e+04 1.3539e+04 1.5003e+04 1.5702e+04 1.3163e+04 1.5092e+04 1.2311e+04 1.6580e+04 1.3214e+04
43.8750 1.4196e+04 1.2102e+04 1.6615e+04 1.2247e+04 1.6491e+04 1.3958e+04 1.4430e+04 1.3468e+04 1.4924e+04 1.5619e+04 1.3094e+04 1.5012e+04 1.2247e+04 1.6491e+04 1.3146e+04
43.9250 1.4121e+04 1.2040e+04 1.6526e+04 1.2184e+04 1.6403e+04 1.3885e+04 1.4354e+04 1.3397e+04 1.4846e+04 1.5536e+04 1.3025e+04 1.4932e+04 1.2184e+04 1.6403e+04 1.3078e+04
43.9750 1.4047e+04 1.1978e+04 1.6438e+04 1.2121e+04 1.6315e+04 1.3812e+04 1.4279e+04 1.3327e+04 1.4768e+04 1.5454e+04 1.2957e+04 1.4853e+04 1.2121e+04 1.6315e+04 1.3011e+04
44.0250 1.3974e+04 1.1916e+04 1.6350e+04 1.2059e+04 1.6228e+04 1.3740e+04 1.4204e+04 1.3257e+04 1.4690e+04 1.5373e+04 1.2890e+04 1.4774e+04 1.2059e+04 1.6228e+04 1.2944e+04
44.0750 1.3901e+04 1.1855e+04 1.6263e+04 1.1997e+04 1.6141e+04 1.3669e+04 1.4129e+04 1.3188e+04 1.4613e+04 1.5292e+04 1.2822e+04 1.4696e+04 1.1997e+04 1.6141e+04 1.2878e+04
44.1250 1.3828e+04 1.1794e+04 1.6176e+04 1.1935e+04 1.6055e+04 1.3598e+04 1.4055e+04 1.3119e+04 1.4537e+04 1.5212e+04 1.2755e+04 1.4619e+04 1.1935e+04 1.6055e+04 1.2812e+04
44.1750 1.3756e+04 1.1733e+04 1.6090e+04 1.1874e+04 1.5969e+04 1.3527e+04 1.3981e+04 1.3051e+04 1.4461e+04 1.5132e+04 1.2689e+04 1.4542e+04 1.1874e+04 1.5969e+04 1.2746e+04
44.2250 1.3684e+04 1.1673e+04 1.6004e+04 1.1813e+04 1.5884e+04 1.3457e+04 1.3908e+04 1.2983e+04 1.4385e+04 1.5052e+04 1.2623e+04 1.4465e+04 1.1813e+04 1.5884e+04 1.2681e+04
44.2750 1.3613e+04 1.1613e+04 1.5919e+04 1.1752e+04 1.5800e+04 1.3387e+04 1.3835e+04 1.2915e+04 1.4310e+04 1.4973e+04 1.2557e+04 1.4389e+04 1.1752e+04 1.5800e+04 1.2616e+04
44.3250 1.3542e+04 1.1554e+04 1.5834e+04 1.1692e+04 1.5716e+04 1.3318e+04 1.3763e+04 1.2848e+04 1.4236e+04 1.4895e+04 1.2492e+04 1.4313e+04 1.1692e+04 1.5716e+04 1.2552e+04
44.3750 1.3472e+04 1.1494e+04 1.5750e+04 1.1632e+04 1.5632e+04 1.3249e+04 1.3691e+04 1.2781e+04 1.4162e+04 1.4817e+04 1.2427e+04 1.4238e+04 1.1632e+04 1.5632e+04 1.2488e+04
44.4250 1.3402e+04 1.1436e+04 1.5667e+04 1.1573e+04 1.5549e+04 1.3180e+04 1.3620e+04 1.2715e+04 1.4088e+04 1.4739e+04 1.2363e+04 1.4163e+04 1.1573e+04 1.5549e+04 1.2424e+04
44.4750 1.3332e+04 1.1377e+04 1.5584e+04 1.1514e+04 1.5467e+04 1.3112e+04 1.3549e+04 1.2649e+04 1.4015e+04 1.4662e+04 1.2298e+04 1.4088e+04 1.1514e+04 1.5467e+04 1.2360e+04
44.5250 1.3263e+04 1.1319e+04 1.5501e+04 1.1455e+04 1.5385e+04 1.3044e+04 1.3478e+04 1.2583e+04 1.3942e+04 1.4586e+04 1.2235e+04 1.4015e+04 1.1455e+04 1.5385e+04 1.2298e+04
44.5750 1.3194e+04 1.1261e+04 1.5419e+04 1.1396e+04 1.5303e+04 1.2977e+04 1.3408e+04 1.2518e+04 1.3870e+04 1.4510e+04 1.2172e+04 1.3941e+04 1.1396e+04 1.5303e+04 1.2235e+04
44.6250 1.3126e+04 1.1204e+04 1.5338e+04 1.1338e+04 1.5222e+04 1.2910e+04 1.3338e+04 1.2454e+04 1.3798e+04 1.4434e+04 1.2109e+04 1.3868e+04 1.1338e+04 1.5222e+04 1.2173e+04
44.6750 1.3058e+04 1.1147e+04 1.5257e+04 1.1280e+04 1.5142e+04 1.2844e+04 1.3269e+04 1.2389e+04 1.3726e+04 1.4359e+04 1.2046e+04 1.3796e+04 1.1280e+04 1.5142e+04 1.2111e+04
44.7250 1.2990e+04 1.1090e+04 1.5176e+04 1.1223e+04 1.5062e+04 1.2778e+04 1.3200e+04 1.2325e+04 1.3655e+04 1.4284e+04 1.1984e+04 1.3724e+04 1.1223e+04 1.5062e+04 1.2049e+04
44.7750 1.2923e+04 1.1034e+04 1.5096e+04 1.1166e+04 1.4983e+04 1.2712e+04 1.3132e+04 1.2262e+04 1.3585e+04 1.4210e+04 1.1922e+04 1.3652e+04 1.1166e+04 1.4983e+04 1.1988e+04
44.8250 1.2857e+04 1.0978e+04 1.5017e+04 1.1109e+04 1.4904e+04 1.2647e+04 1.3063e+04 1.2198e+04 1.3515e+04 1.4136e+04 1.1861e+04 1.3581e+04 1.1109e+04 1.4904e+04 1.1928e+04
44.8750 1.2790e+04 1.0922e+04 1.4938e+04 1.1053e+04 1.4825e+04 1.2582e+04 1.2996e+04 1.2136e+04 1.3445e+04 1.4063e+04 1.1800e+04 1.3510e+04 1.1053e+04 1.4825e+04 1.1867e+04
44.9250 1.2724e+04 1.0867e+04 1.4859e+04 1.0997e+04 1.4747e+04 1.2517e+04 1.2929e+04 1.2073e+04 1.3376e+04 1.3990e+04 1.1739e+04 1.3440e+04 1.0997e+04 1.4747e+04 1.1807e+04
44.9750 1.2659e+04 1.0812e+04 1.4781e+04 1.0941e+04 1.4670e+04 1.2453e+04 1.2862e+04 1.2011e+04 1.3307e+04 1.3917e+04 1.1679e+04 1.3370e+04 1.0941e+04 1.4670e+04 1.1748e+04
45.0250 1.2594e+04 1.0757e+04 1.4704e+04 1.0886e+04 1.4593e+04 1.2389e+04 1.2795e+04 1.1950e+04 1.3238e+04 1.3845e+04 1.1619e+04 1.3300e+04 1.0886e+04 1.4593e+04 1.1688e+04
45.0750 1.2529e+04 1.0703e+04 1.4627e+04 1.0831e+04 1.4516e+04 1.2326e+04 1.2729e+04 1.1888e+04 1.3170e+04 1.3774e+04 1.1559e+04 1.3231e+04 1.0831e+04 1.4516e+04 1.1629e+04
45.1250 1.2465e+04 1.0649e+04 1.4550e+04 1.0776e+04 1.4440e+04 1.2263e+04 1.2664e+04 1.1827e+04 1.3103e+04 1.3702e+04 1.1500e+04 1.3163e+04 1.0776e+04 1.4440e+04 1.1571e+04
45.1750 1.2401e+04 1.0595e+04 1.4474e+04 1.0722e+04 1.4365e+04 1.2200e+04 1.2599e+04 1.1767e+04 1.3035e+04 1.3632e+04 1.1441e+04 1.3094e+04 1.0722e+04 1.4365e+04 1.1512e+04
45.2250 1.2338e+04 1.0541e+04 1.4399e+04 1.0668e+04 1.4290e+04 1.2138e+04 1.2534e+04 1.1706e+04 1.2969e+04 1.3562e+04 1.1383e+04 1.3027e+04 1.0668e+04 1.4290e+04 1.1455e+04
45.2750 1.2274e+04 1.0488e+04 1.4323e+04 1.0614e+04 1.4215e+04 1.2076e+04 1.2470e+04 1.1647e+04 1.2902e+04 1.3492e+04 1.1325e+04 1.2959e+04 1.0614e+04 1.4215e+04 1.1397e+04
45.3250 1.2212e+04 1.0436e+04 1.4249e+04 1.0561e+04 1.4141e+04 1.2015e+04 1.2405e+04 1.1587e+04 1.2836e+04 1.3422e+04 1.1267e+04 1.2892e+04 1.0561e+04 1.4141e+04 1.1340e+04
45.3750 1.2149e+04 1.0383e+04 1.4174e+04 1.0508e+04 1.4067e+04 1.1954e+04 1.2342e+04 1.1528e+04 1.2770e+04 1.3353e+04 1.1210e+04 1.2826e+04 1.0508e+04 1.4067e+04 1.1283e+04
45.4250 1.2087e+04 1.0331e+04 1.4101e+04 1.0455e+04 1.3994e+04 1.1893e+04 1.2279e+04 1.1469e+04 1.2705e+04 1.3285e+04 1.1152e+04 1.2760e+04 1.0455e+04 1.3994e+04 1.1226e+04
45.4750 1.2026e+04 1.0279e+04 1.4027e+04 1.0402e+04 1.3921e+04 1.1833e+04 1.2216e+04 1.1411e+04 1.2640e+04 1.3216e+04 1.1096e+04 1.2694e+04 1.0402e+04 1.3921e+04 1.1170e+04
45.5250 1.1964e+04 1.0227e+04 1.3954e+04 1.0350e+04 1.3849e+04 1.1773e+04 1.2153e+04 1.1353e+04 1.2576e+04 1.3149e+04 1.1039e+04 1.2629e+04 1.0350e+04 1.3849e+04 1.1114e+04
45.5750 1.1904e+04 1.0176e+04 1.3882e+04 1.0298e+04 1.3777e+04 1.1713e+04 1.2091e+04 1.1295e+04 1.2512e+04 1.3081e+04 1.0983e+04 1.2564e+04 1.0298e+04 1.3777e+04 1.1059e+04
45.6250 1.1843e+04 1.0125e+04 1.3810e+04 1.0247e+04 1.3705e+04 1.1654e+04 1.2029e+04 1.1238e+04 1.2448e+04 1.3014e+04 1.0928e+04 1.2499e+04 1.0247e+04 1.3705e+04 1.1003e+04
45.6750 1.1783e+04 1.0075e+04 1.3738e+04 1.0195e+04 1.3634e+04 1.1595e+04 1.1968e+04 1.1181e+04 1.2385e+04 1.2948e+04 1.0872e+04 1.2435e+04 1.0195e+04 1.3634e+04 1.0948e+04
45.7250 1.1723e+04 1.0024e+04 1.3667e+04 1.0144e+04 1.3564e+04 1.1536e+04 1.1907e+04 1.1124e+04 1.2322e+04 1.2882e+04 1.0817e+04 1.2371e+04 1.0144e+04 1.3564e+04 1.0894e+04
45.7750 1.1664e+04 9.9742e+03 1.3597e+04 1.0094e+04 1.3493e+04 1.1478e+04 1.1846e+04 1.1068e+04 1.2260e+04 1.2816e+04 1.0762e+04 1.2308e+04 1.0094e+04 1.3493e+04 1.0840e+04
45.8250 1.1604e+04 9.9244e+03 1.3526e+04 1.0043e+04 1.3424e+04 1.1420e+04 1.1786e+04 1.1012e+04 1.2197e+04 1.2750e+04 1.0708e+04 1.2245e+04 1.0043e+04 1.3424e+04 1.0786e+04
45.8750 1.1546e+04 9.8750e+03 1.3457e+04 9.9933e+03 1.3354e+04 1.1363e+04 1.1726e+04 1.0956e+04 1.2136e+04 1.2686e+04 1.0654e+04 1.2182e+04 9.9933e+03 1.3354e+04 1.0732e+04
45.9250 1.1487e+04 9.8258e+03 1.3387e+04 9.9435e+03 1.3285e+04 1.1305e+04 1.1667e+04 1.0901e+04 1.2074e+04 1.2621e+04 1.0600e+04 1.2120e+04 9.9435e+03 1.3285e+04 1.0679e+04
45.9750 1.1429e+04 9.7769e+03 1.3318e+04 9.8940e+03 1.3217e+04 1.1248e+04 1.1608e+04 1.0846e+04 1.2013e+04 1.2557e+04 1.0546e+04 1.2058e+04 9.8940e+03 1.3217e+04 1.0626e+04
46.0250 1.1372e+04 9.7283e+03 1.3250e+04 9.8448e+03 1.3149e+04 1.1192e+04 1.1549e+04 1.0791e+04 1.1952e+04 1.2493e+04 1.0493e+04 1.1996e+04 9.8448e+03 1.3149e+04 1.0573e+04
46.0750 1.1314e+04 9.6800e+03 1.3181e+04 9.7959e+03 1.3081e+04 1.1136e+04 1.1490e+04 1.0737e+04 1.1892e+04 1.2429e+04 1.0440e+04 1.1935e+04 9.7959e+03 1.3081e+04 1.0521e+04
46.1250 1.1257e+04 9.6319e+03 1.3114e+04 9.7473e+03 1.3014e+04 1.1080e+04 1.1432e+04 1.0683e+04 1.1832e+04 1.2366e+04 1.0388e+04 1.1874e+04 9.7473e+03 1.3014e+04 1.0468e+04
46.1750 1.1201e+04 9.5842e+03 1.3046e+04 9.6990e+03 1.2947e+04 1.1024e+04 1.1374e+04 1.0629e+04 1.1772e+04 1.2304e+04 1.0336e+04 1.1814e+04 9.6990e+03 1.2947e+04 1.0417e+04
46.2250 1.1144e+04 9.5367e+03 1.2979e+04 9.6509e+03 1.2880e+04 1.0969e+04 1.1317e+04 1.0576e+04 1.1713e+04 1.2241e+04 1.0284e+04 1.1754e+04 9.6509e+03 1.2880e+04 1.0365e+04
46.2750 1.1088e+04 9.4895e+03 1.2913e+04 9.6031e+03 1.2814e+04 1.0914e+04 1.1260e+04 1.0522e+04 1.1654e+04 1.2179e+04 1.0232e+04 1.1694e+04 9.6031e+03 1.2814e+04 1.0314e+04
46.3250 1.1033e+04 9.4425e+03 1.2847e+04 9.5556e+03 1.2749e+04 1.0860e+04 1.1203e+04 1.0470e+04 1.1596e+04 1.2118e+04 1.0181e+04 1.1635e+04 9.5556e+03 1.2749e+04 1.0263e+04
46.3750 1.0977e+04 9.3959e+03 1.2781e+04 9.5084e+03 1.2684e+04 1.0805e+04 1.1146e+04 1.0417e+04 1.1537e+04 1.2057e+04 1.0130e+04 1.1576e+04 9.5084e+03 1.2684e+04 1.0212e+04
46.4250 1.0922e+04 9.3495e+03 1.2716e+04 9.4615e+03 1.2619e+04 1.0752e+04 1.1090e+04 1.0365e+04 1.1479e+04 1.1996e+04 1.0079e+04 1.1517e+04 9.4615e+03 1.2619e+04 1.0162e+04
46.4750 1.0868e+04 9.3034e+03 1.2651e+04 9.4148e+03 1.2554e+04 1.0698e+04 1.1035e+04 1.0313e+04 1.1422e+04 1.1935e+04 1.0029e+04 1.1459e+04 9.4148e+03 1.2554e+04 1.0112e+04
46.5250 1.0813e+04 9.2575e+03 1.2586e+04 9.3684e+03 1.2490e+04 1.0644e+04 1.0979e+04 1.0262e+04 1.1365e+04 1.1875e+04 9.9789e+03 1.1401e+04 9.3684e+03 1.2490e+04 1.0062e+04
46.5750 1.0759e+04 9.2120e+03 1.2522e+04 9.3223e+03 1.2426e+04 1.0592e+04 1.0924e+04 1.0210e+04 1.1308e+04 1.1815e+04 9.9291e+03 1.1344e+04 9.3223e+03 1.2426e+04 1.0013e+04
46.6250 1.0705e+04 9.1666e+03 1.2458e+04 9.2764e+03 1.2363e+04 1.0539e+04 1.0869e+04 1.0159e+04 1.1251e+04 1.1756e+04 9.8796e+03 1.1286e+04 9.2764e+03 1.2363e+04 9.9639e+03
46.6750 1.0652e+04 9.1216e+03 1.2395e+04 9.2308e+03 1.2300e+04 1.0486e+04 1.0815e+04 1.0109e+04 1.1195e+04 1.1697e+04 9.8304e+03 1.1230e+04 9.2308e+03 1.2300e+04 9.9150e+03
46.7250 1.0599e+04 9.0768e+03 1.2332e+04 9.1855e+03 1.2238e+04 1.0434e+04 1.0761e+04 1.0058e+04 1.1139e+04 1.1638e+04 9.7815e+03 1.1173e+04 9.1855e+03 1.2238e+04 9.8664e+03
46.7750 1.0546e+04 9.0322e+03 1.2269e+04 9.1404e+03 1.2176e+04 1.0383e+04 1.0707e+04 1.0008e+04 1.1084e+04 1.1580e+04 9.7329e+03 1.1117e+04 9.1404e+03 1.2176e+04 9.8181e+03
46.8250 1.0494e+04 8.9879e+03 1.2207e+04 9.0955e+03 1.2114e+04 1.0331e+04 1.0653e+04 9.9586e+03 1.1028e+04 1.1522e+04 9.6845e+03 1.1061e+04 9.0955e+03 1.2114e+04 9.7701e+03
46.8750 1.0441e+04 8.9439e+03 1.2145e+04 9.0510e+03 1.2052e+04 1.0280e+04 1.0600e+04 9.9091e+03 1.0974e+04 1.1464e+04 9.6364e+03 1.1005e+04 9.0510e+03 1.2052e+04 9.7223e+03
46.9250 1.0390e+04 8.9001e+03 1.2084e+04 9.0067e+03 1.1991e+04 1.0229e+04 1.0547e+04 9.8600e+03 1.0919e+04 1.1407e+04 9.5886e+03 1.0950e+04 9.0067e+03 1.1991e+04 9.6748e+03
46.9750 1.0338e+04 8.8566e+03 1.2023e+04 8.9626e+03 1.1930e+04 1.0179e+04 1.0495e+04 9.8111e+03 1.0865e+04 1.1350e+04 9.5411e+03 1.0895e+04 8.9626e+03 1.1930e+04 9.6276e+03
47.0250 1.0287e+04 8.8133e+03 1.1962e+04 8.9188e+03 1.1870e+04 1.0128e+04 1.0442e+04 9.7625e+03 1.0811e+04 1.1293e+04 9.4939e+03 1.0840e+04 8.9188e+03 1.1870e+04 9.5807e+03
47.0750 1.0236e+04 8.7703e+03 1.1901e+04 8.8753e+03 1.1810e+04 1.0078e+04 1.0390e+04 9.7141e+03 1.0757e+04 1.1237e+04 9.4470e+03 1.0786e+04 8.8753e+03 1.1810e+04 9.5340e+03
47.1250 1.0185e+04 8.7275e+03 1.1841e+04 8.8320e+03 1.1751e+04 1.0029e+04 1.0339e+04 9.6661e+03 1.0704e+04 1.1181e+04 9.4003e+03 1.0732e+04 8.8320e+03 1.1751e+04 9.4876e+03
47.1750 1.0135e+04 8.6850e+03 1.1782e+04 8.7889e+03 1.1691e+04 9.9792e+03 1.0288e+04 9.6184e+03 1.0651e+04 1.1125e+04 9.3539e+03 1.0679e+04 8.7889e+03 1.1691e+04 9.4415e+03
47.2250 1.0084e+04 8.6427e+03 1.1722e+04 8.7461e+03 1.1632e+04 9.9301e+03 1.0236e+04 9.5709e+03 1.0598e+04 1.1070e+04 9.3077e+03 1.0625e+04 8.7461e+03 1.1632e+04 9.3956e+03
47.2750 1.0035e+04 8.6006e+03 1.1663e+04 8.7036e+03 1.1574e+04 9.8813e+03 1.0186e+04 9.5237e+03 1.0546e+04 1.1014e+04 9.2618e+03 1.0572e+04 8.7036e+03 1.1574e+04 9.3500e+03
47.3250 9.9852e+03 8.5588e+03 1.1605e+04 8.6612e+03 1.1516e+04 9.8327e+03 1.0135e+04 9.4767e+03 1.0494e+04 1.0960e+04 9.2162e+03 1.0520e+04 8.6612e+03 1.1516e+04 9.3046e+03
47.3750 9.9360e+03 8.5172e+03 1.1547e+04 8.6192e+03 1.1458e+04 9.7845e+03 1.0085e+04 9.4301e+03 1.0442e+04 1.0905e+04 9.1709e+03 1.0467e+04 8.6192e+03 1.1458e+04 9.2595e+03
47.4250 9.8870e+03 8.4759e+03 1.1489e+04 8.5773e+03 1.1400e+04 9.7365e+03 1.0035e+04 9.3837e+03 1.0390e+04 1.0851e+04 9.1258e+03 1.0415e+04 8.5773e+03 1.1400e+04 9.2147e+03
47.4750 9.8384e+03 8.4348e+03 1.1431e+04 8.5358e+03 1.1343e+04 9.6888e+03 9.9857e+03 9.3375e+03 1.0339e+04 1.0798e+04 9.0810e+03 1.0363e+04 8.5358e+03 1.1343e+04 9.1701e+03
47.5250 9.7900e+03 8.3939e+03 1.1374e+04 8.4944e+03 1.1286e+04 9.6413e+03 9.9364e+03 9.2917e+03 1.0288e+04 1.0744e+04 9.0364e+03 1.0312e+04 8.4944e+03 1.1286e+04 9.1257e+03
47.5750 9.7419e+03 8.3533e+03 1.1317e+04 8.4533e+03 1.1230e+04 9.5941e+03 9.8874e+03 9.2461e+03 1.0238e+04 1.0691e+04 8.9921e+03 1.0261e+04 8.4533e+03 1.1230e+04 9.0816e+03
47.6250 9.6941e+03 8.3129e+03 1.1260e+04 8.4124e+03 1.1174e+04 9.5472e+03 9.8386e+03 9.2008e+03 1.0187e+04 1.0638e+04 8.9481e+03 1.0210e+04 8.4124e+03 1.1174e+04 9.0378e+03
47.6750 9.6466e+03 8.2727e+03 1.1204e+04 8.3717e+03 1.1118e+04 9.5006e+03 9.7902e+03 9.1557e+03 1.0137e+04 1.0586e+04 8.9043e+03 1.0159e+04 8.3717e+03 1.1118e+04 8.9942e+03
47.7250 9.5993e+03 8.2327e+03 1.1148e+04 8.3313e+03 1.1062e+04 9.4542e+03 9.7421e+03 9.1109e+03 1.0088e+04 1.0533e+04 8.8607e+03 1.0109e+04 8.3313e+03 1.1062e+04 8.9509e+03
47.7750 9.5523e+03 8.1930e+03 1.1092e+04 8.2911e+03 1.1007e+04 9.4081e+03 9.6942e+03 9.0663e+03 1.0038e+04 1.0481e+04 8.8174e+03 1.0059e+04 8.2911e+03 1.1007e+04 8.9078e+03
47.8250 9.5056e+03 8.1535e+03 1.1037e+04 8.2511e+03 1.0952e+04 9.3623e+03 9.6466e+03 9.0220e+03 9.9891e+03 1.0430e+04 8.7744e+03 1.0009e+04 8.2511e+03 1.0952e+04 8.8649e+03
47.8750 9.4591e+03 8.1143e+03 1.0982e+04 8.2114e+03 1.0898e+04 9.3168e+03 9.5993e+03 8.9780e+03 9.9402e+03 1.0378e+04 8.7316e+03 9.9599e+03 8.2114e+03 1.0898e+04 8.8223e+03
47.9250 9.4130e+03 8.0752e+03 1.0928e+04 8.1719e+03 1.0843e+04 9.2714e+03 9.5522e+03 8.9342e+03 9.8916e+03 1.0327e+04 8.6890e+03 9.9108e+03 8.1719e+03 1.0843e+04 8.7800e+03
47.9750 9.3670e+03 8.0364e+03 1.0873e+04 8.1326e+03 1.0789e+04 9.2264e+03 9.5054e+03 8.8907e+03 9.8433e+03 1.0277e+04 8.6467e+03 9.8620e+03 8.1326e+03 1.0789e+04 8.7378e+03
48.0250 9.3214e+03 7.9978e+03 1.0819e+04 8.0935e+03 1.0736e+04 9.1816e+03 9.4589e+03 8.8474e+03 9.7953e+03 1.0226e+04 8.6046e+03 9.8134e+03 8.0935e+03 1.0736e+04 8.6959e+03
48.0750 9.2760e+03 7.9594e+03 1.0766e+04 8.0546e+03 1.0682e+04 9.1371e+03 9.4127e+03 8.8043e+03 9.7475e+03 1.0176e+04 8.5628e+03 9.7652e+03 8.0546e+03 1.0682e+04 8.6543e+03
48.1250 9.2308e+03 7.9212e+03 1.0712e+04 8.0160e+03 1.0630e+04 9.0928e+03 9.3667e+03 8.7615e+03 9.7001e+03 1.0126e+04 8.5212e+03 9.7172e+03 8.0160e+03 1.0630e+04 8.6129e+03
48.1750 9.1860e+03 7.8832e+03 1.0659e+04 7.9776e+03 1.0577e+04 9.0487e+03 9.3210e+03 8.7190e+03 9.6529e+03 1.0077e+04 8.4799e+03 9.6695e+03 7.9776e+03 1.0577e+04 8.5717e+03
48.2250 9.1413e+03 7.8455e+03 1.0607e+04 7.9394e+03 1.0525e+04 9.0050e+03 9.2755e+03 8.6767e+03 9.6059e+03 1.0027e+04 8.4388e+03 9.6220e+03 7.9394e+03 1.0525e+04 8.5307e+03
48.2750 9.0970e+03 7.8079e+03 1.0554e+04 7.9014e+03 1.0472e+04 8.9614e+03 9.2304e+03 8.6346e+03 9.5593e+03 9.9783e+03 8.3979e+03 9.5749e+03 7.9014e+03 1.0472e+04 8.4900e+03
48.3250 9.0529e+03 7.7706e+03 1.0502e+04 7.8636e+03 1.0421e+04 8.9181e+03 9.1854e+03 8.5928e+03 9.5129e+03 9.9296e+03 8.3572e+03 9.5280e+03 7.8636e+03 1.0421e+04 8.4495e+03
48.3750 9.0090e+03 7.7335e+03 1.0450e+04 7.8260e+03 1.0369e+04 8.8751e+03 9.1408e+03 8.5512e+03 9.4667e+03 9.8811e+03 8.3168e+03 9.4814e+03 7.8260e+03 1.0369e+04 8.4092e+03
48.4250 8.9654e+03 7.6966e+03 1.0399e+04 7.7887e+03 1.0318e+04 8.8323e+03 9.0963e+03 8.5099e+03 9.4208e+03 9.8330e+03 8.2766e+03 9.4350e+03 7.7887e+03 1.0318e+04 8.3691e+03
48.4750 8.9220e+03 7.6599e+03 1.0348e+04 7.7515e+03 1.0267e+04 8.7898e+03 9.0522e+03 8.4688e+03 9.3752e+03 9.7851e+03 8.2367e+03 9.3889e+03 7.7515e+03 1.0267e+04 8.3293e+03
48.5250 8.8789e+03 7.6234e+03 1.0297e+04 7.7146e+03 1.0217e+04 8.7474e+03 9.0083e+03 8.4279e+03 9.3299e+03 9.7374e+03 8.1969e+03 9.3431e+03 7.7146e+03 1.0217e+04 8.2897e+03
48.5750 8.8360e+03 7.5871e+03 1.0246e+04 7.6779e+03 1.0167e+04 8.7054e+03 8.9646e+03 8.3872e+03 9.2848e+03 9.6901e+03 8.1574e+03 9.2976e+03 7.6779e+03 1.0167e+04 8.2503e+03
48.6250 8.7934e+03 7.5510e+03 1.0196e+04 7.6413e+03 1.0117e+04 8.6635e+03 8.9212e+03 8.3468e+03 9.2399e+03 9.6430e+03 8.1181e+03 9.2523e+03 7.6413e+03 1.0117e+04 8.2111e+03
48.6750 8.7510e+03 7.5151e+03 1.0146e+04 7.6050e+03 1.0067e+04 8.6219e+03 8.8780e+03 8.3066e+03 9.1954e+03 9.5962e+03 8.0791e+03 9.2072e+03 7.6050e+03 1.0067e+04 8.1722e+03
48.7250 8.7089e+03 7.4794e+03 1.0096e+04 7.5689e+03 1.0018e+04 8.5806e+03 8.8351e+03 8.2667e+03 9.1510e+03 9.5497e+03 8.0403e+03 9.1625e+03 7.5689e+03 1.0018e+04 8.1335e+03
48.7750 8.6669e+03 7.4439e+03 1.0047e+04 7.5330e+03 9.9686e+03 8.5394e+03 8.7924e+03 8.2269e+03 9.1069e+03 9.5034e+03 8.0016e+03 9.1179e+03 7.5330e+03 9.9686e+03 8.0949e+03
48.8250 8.6253e+03 7.4086e+03 9.9975e+03 7.4973e+03 9.9198e+03 8.4985e+03 8.7500e+03 8.1874e+03 9.0631e+03 9.4574e+03 7.9632e+03 9.0737e+03 7.4973e+03 9.9198e+03 8.0566e+03
48.8750 8.5838e+03 7.3735e+03 9.9486e+03 7.4617e+03 9.8712e+03 8.4579e+03 8.7078e+03 8.1481e+03 9.0195e+03 9.4116e+03 7.9251e+03 9.0297e+03 7.4617e+03 9.8712e+03 8.0186e+03
48.9250 8.5426e+03 7.3386e+03 9.9000e+03 7.4264e+03 9.8230e+03 8.4174e+03 8.6659e+03 8.1091e+03 8.9762e+03 9.3661e+03 7.8871e+03 8.9859e+03 7.4264e+03 9.8230e+03 7.9807e+03
48.9750 8.5017e+03 7.3039e+03 9.8517e+03 7.3913e+03 9.7750e+03 8.3772e+03 8.6241e+03 8.0702e+03 8.9331e+03 9.3209e+03 7.8493e+03 8.9424e+03 7.3913e+03 9.7750e+03 7.9430e+03
