# FONLL heavy quark hadroproduction cross section, calculated on Sun May2 21:39:07 CEST 2021
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = bottom
# final state = meson. NP params (cm,lm,hm) = 24.2, 26.7, 22.2
# BR(q->meson) = 1
# ebeam1 = 2515, ebeam2 = 2515
# PDF set = CTEQ6.6
# ptmin = 0.025
# ptmax = 100.025
# ymin = -1
# ymax = 1
# Uncertainties from scales, masses, PDFs combined quadratically
# cross section is ds/dpt (pb/GeV)
pt central min max min_sc max_sc min_mass max_mass min_pdf max_pdf fr=.5.5 fr=22 fr=21 fr=12 fr=1.5 fr=.51
84.9250 8.7062e+01 7.6824e+01 9.7790e+01 7.7576e+01 9.7076e+01 8.6273e+01 8.7844e+01 8.3294e+01 9.0829e+01 9.5998e+01 7.8159e+01 8.7991e+01 7.7576e+01 9.7076e+01 8.6187e+01
84.9750 8.6769e+01 7.6566e+01 9.7459e+01 7.7316e+01 9.6746e+01 8.5983e+01 8.7548e+01 8.3011e+01 9.0525e+01 9.5673e+01 7.7896e+01 8.7693e+01 7.7316e+01 9.6746e+01 8.5898e+01
85.0250 8.6476e+01 7.6310e+01 9.7129e+01 7.7057e+01 9.6418e+01 8.5694e+01 8.7253e+01 8.2730e+01 9.0222e+01 9.5349e+01 7.7633e+01 8.7397e+01 7.7057e+01 9.6418e+01 8.5611e+01
85.0750 8.6185e+01 7.6054e+01 9.6800e+01 7.6800e+01 9.6091e+01 8.5406e+01 8.6959e+01 8.2450e+01 8.9920e+01 9.5027e+01 7.7372e+01 8.7101e+01 7.6800e+01 9.6091e+01 8.5324e+01
85.1250 8.5895e+01 7.5799e+01 9.6473e+01 7.6543e+01 9.5766e+01 8.5119e+01 8.6666e+01 8.2171e+01 8.9619e+01 9.4706e+01 7.7112e+01 8.6807e+01 7.6543e+01 9.5766e+01 8.5039e+01
85.1750 8.5607e+01 7.5545e+01 9.6147e+01 7.6287e+01 9.5441e+01 8.4833e+01 8.6374e+01 8.1893e+01 8.9320e+01 9.4386e+01 7.6853e+01 8.6514e+01 7.6287e+01 9.5441e+01 8.4755e+01
85.2250 8.5319e+01 7.5292e+01 9.5822e+01 7.6033e+01 9.5118e+01 8.4548e+01 8.6084e+01 8.1616e+01 8.9021e+01 9.4067e+01 7.6595e+01 8.6222e+01 7.6033e+01 9.5118e+01 8.4472e+01
85.2750 8.5032e+01 7.5040e+01 9.5498e+01 7.5779e+01 9.4796e+01 8.4264e+01 8.5794e+01 8.1341e+01 8.8724e+01 9.3749e+01 7.6338e+01 8.5931e+01 7.5779e+01 9.4796e+01 8.4189e+01
85.3250 8.4747e+01 7.4789e+01 9.5176e+01 7.5526e+01 9.4475e+01 8.3982e+01 8.5506e+01 8.1066e+01 8.8428e+01 9.3433e+01 7.6082e+01 8.5641e+01 7.5526e+01 9.4475e+01 8.3909e+01
85.3750 8.4463e+01 7.4539e+01 9.4855e+01 7.5274e+01 9.4156e+01 8.3700e+01 8.5219e+01 8.0792e+01 8.8133e+01 9.3118e+01 7.5826e+01 8.5353e+01 7.5274e+01 9.4156e+01 8.3629e+01
85.4250 8.4180e+01 7.4290e+01 9.4535e+01 7.5023e+01 9.3838e+01 8.3420e+01 8.4933e+01 8.0520e+01 8.7839e+01 9.2804e+01 7.5572e+01 8.5065e+01 7.5023e+01 9.3838e+01 8.3350e+01
85.4750 8.3897e+01 7.4042e+01 9.4217e+01 7.4774e+01 9.3521e+01 8.3141e+01 8.4648e+01 8.0248e+01 8.7546e+01 9.2492e+01 7.5319e+01 8.4778e+01 7.4774e+01 9.3521e+01 8.3072e+01
85.5250 8.3616e+01 7.3795e+01 9.3899e+01 7.4525e+01 9.3205e+01 8.2862e+01 8.4364e+01 7.9977e+01 8.7255e+01 9.2180e+01 7.5067e+01 8.4493e+01 7.4525e+01 9.3205e+01 8.2795e+01
85.5750 8.3336e+01 7.3548e+01 9.3583e+01 7.4277e+01 9.2891e+01 8.2585e+01 8.4081e+01 7.9708e+01 8.6964e+01 9.1870e+01 7.4815e+01 8.4209e+01 7.4277e+01 9.2891e+01 8.2519e+01
85.6250 8.3057e+01 7.3303e+01 9.3268e+01 7.4030e+01 9.2577e+01 8.2309e+01 8.3799e+01 7.9439e+01 8.6675e+01 9.1561e+01 7.4565e+01 8.3926e+01 7.4030e+01 9.2577e+01 8.2245e+01
85.6750 8.2779e+01 7.3059e+01 9.2955e+01 7.3784e+01 9.2265e+01 8.2034e+01 8.3519e+01 7.9172e+01 8.6386e+01 9.1253e+01 7.4316e+01 8.3644e+01 7.3784e+01 9.2265e+01 8.1971e+01
85.7250 8.2502e+01 7.2815e+01 9.2642e+01 7.3538e+01 9.1954e+01 8.1760e+01 8.3239e+01 7.8906e+01 8.6099e+01 9.0947e+01 7.4067e+01 8.3363e+01 7.3538e+01 9.1954e+01 8.1699e+01
85.7750 8.2227e+01 7.2573e+01 9.2331e+01 7.3294e+01 9.1645e+01 8.1487e+01 8.2961e+01 7.8640e+01 8.5813e+01 9.0641e+01 7.3820e+01 8.3083e+01 7.3294e+01 9.1645e+01 8.1427e+01
85.8250 8.1952e+01 7.2331e+01 9.2021e+01 7.3051e+01 9.1336e+01 8.1215e+01 8.2683e+01 7.8376e+01 8.5528e+01 9.0337e+01 7.3573e+01 8.2804e+01 7.3051e+01 9.1336e+01 8.1157e+01
85.8750 8.1678e+01 7.2090e+01 9.1712e+01 7.2808e+01 9.1029e+01 8.0944e+01 8.2407e+01 7.8112e+01 8.5244e+01 9.0034e+01 7.3328e+01 8.2526e+01 7.2808e+01 9.1029e+01 8.0887e+01
85.9250 8.1406e+01 7.1850e+01 9.1404e+01 7.2567e+01 9.0723e+01 8.0674e+01 8.2132e+01 7.7850e+01 8.4961e+01 8.9732e+01 7.3083e+01 8.2250e+01 7.2567e+01 9.0723e+01 8.0619e+01
85.9750 8.1134e+01 7.1612e+01 9.1098e+01 7.2326e+01 9.0418e+01 8.0405e+01 8.1858e+01 7.7589e+01 8.4680e+01 8.9431e+01 7.2839e+01 8.1974e+01 7.2326e+01 9.0418e+01 8.0351e+01
86.0250 8.0864e+01 7.1374e+01 9.0793e+01 7.2087e+01 9.0114e+01 8.0138e+01 8.1584e+01 7.7328e+01 8.4399e+01 8.9131e+01 7.2596e+01 8.1699e+01 7.2087e+01 9.0114e+01 8.0085e+01
86.0750 8.0594e+01 7.1137e+01 9.0488e+01 7.1848e+01 8.9811e+01 7.9871e+01 8.1312e+01 7.7069e+01 8.4119e+01 8.8833e+01 7.2355e+01 8.1426e+01 7.1848e+01 8.9811e+01 7.9820e+01
86.1250 8.0326e+01 7.0900e+01 9.0186e+01 7.1610e+01 8.9510e+01 7.9605e+01 8.1041e+01 7.6811e+01 8.3841e+01 8.8535e+01 7.2114e+01 8.1153e+01 7.1610e+01 8.9510e+01 7.9555e+01
86.1750 8.0058e+01 7.0665e+01 8.9884e+01 7.1373e+01 8.9210e+01 7.9340e+01 8.0771e+01 7.6553e+01 8.3563e+01 8.8239e+01 7.1874e+01 8.0882e+01 7.1373e+01 8.9210e+01 7.9292e+01
86.2250 7.9792e+01 7.0431e+01 8.9583e+01 7.1137e+01 8.8910e+01 7.9076e+01 8.0502e+01 7.6297e+01 8.3287e+01 8.7944e+01 7.1635e+01 8.0612e+01 7.1137e+01 8.8910e+01 7.9029e+01
86.2750 7.9526e+01 7.0197e+01 8.9284e+01 7.0902e+01 8.8612e+01 7.8814e+01 8.0234e+01 7.6041e+01 8.3011e+01 8.7650e+01 7.1396e+01 8.0342e+01 7.0902e+01 8.8612e+01 7.8768e+01
86.3250 7.9262e+01 6.9964e+01 8.8985e+01 7.0668e+01 8.8316e+01 7.8552e+01 7.9967e+01 7.5787e+01 8.2737e+01 8.7357e+01 7.1159e+01 8.0074e+01 7.0668e+01 8.8316e+01 7.8508e+01
86.3750 7.8999e+01 6.9733e+01 8.8688e+01 7.0434e+01 8.8020e+01 7.8291e+01 7.9701e+01 7.5533e+01 8.2464e+01 8.7066e+01 7.0922e+01 7.9807e+01 7.0434e+01 8.8020e+01 7.8248e+01
86.4250 7.8736e+01 6.9502e+01 8.8392e+01 7.0202e+01 8.7725e+01 7.8031e+01 7.9436e+01 7.5281e+01 8.2192e+01 8.6775e+01 7.0687e+01 7.9540e+01 7.0202e+01 8.7725e+01 7.7990e+01
86.4750 7.8475e+01 6.9272e+01 8.8097e+01 6.9970e+01 8.7432e+01 7.7772e+01 7.9172e+01 7.5029e+01 8.1920e+01 8.6486e+01 7.0452e+01 7.9275e+01 6.9970e+01 8.7432e+01 7.7732e+01
86.5250 7.8214e+01 6.9043e+01 8.7803e+01 6.9740e+01 8.7140e+01 7.7515e+01 7.8909e+01 7.4778e+01 8.1650e+01 8.6197e+01 7.0219e+01 7.9011e+01 6.9740e+01 8.7140e+01 7.7476e+01
86.5750 7.7955e+01 6.8814e+01 8.7511e+01 6.9510e+01 8.6848e+01 7.7258e+01 7.8647e+01 7.4529e+01 8.1381e+01 8.5910e+01 6.9986e+01 7.8748e+01 6.9510e+01 8.6848e+01 7.7220e+01
86.6250 7.7697e+01 6.8587e+01 8.7219e+01 6.9281e+01 8.6558e+01 7.7002e+01 7.8386e+01 7.4280e+01 8.1113e+01 8.5624e+01 6.9754e+01 7.8485e+01 6.9281e+01 8.6558e+01 7.6966e+01
86.6750 7.7439e+01 6.8361e+01 8.6929e+01 6.9052e+01 8.6269e+01 7.6747e+01 7.8126e+01 7.4032e+01 8.0846e+01 8.5339e+01 6.9523e+01 7.8224e+01 6.9052e+01 8.6269e+01 7.6712e+01
86.7250 7.7183e+01 6.8135e+01 8.6639e+01 6.8825e+01 8.5981e+01 7.6493e+01 7.7867e+01 7.3785e+01 8.0579e+01 8.5055e+01 6.9293e+01 7.7964e+01 6.8825e+01 8.5981e+01 7.6460e+01
86.7750 7.6927e+01 6.7910e+01 8.6351e+01 6.8599e+01 8.5695e+01 7.6240e+01 7.7609e+01 7.3540e+01 8.0314e+01 8.4772e+01 6.9063e+01 7.7705e+01 6.8599e+01 8.5695e+01 7.6208e+01
86.8250 7.6672e+01 6.7686e+01 8.6064e+01 6.8373e+01 8.5409e+01 7.5988e+01 7.7352e+01 7.3295e+01 8.0050e+01 8.4490e+01 6.8835e+01 7.7446e+01 6.8373e+01 8.5409e+01 7.5957e+01
86.8750 7.6419e+01 6.7463e+01 8.5778e+01 6.8148e+01 8.5124e+01 7.5737e+01 7.7096e+01 7.3050e+01 7.9787e+01 8.4209e+01 6.8607e+01 7.7189e+01 6.8148e+01 8.5124e+01 7.5707e+01
86.9250 7.6166e+01 6.7240e+01 8.5493e+01 6.7924e+01 8.4841e+01 7.5487e+01 7.6841e+01 7.2807e+01 7.9525e+01 8.3929e+01 6.8380e+01 7.6933e+01 6.7924e+01 8.4841e+01 7.5458e+01
86.9750 7.5915e+01 6.7019e+01 8.5209e+01 6.7701e+01 8.4558e+01 7.5238e+01 7.6587e+01 7.2565e+01 7.9264e+01 8.3651e+01 6.8154e+01 7.6677e+01 6.7701e+01 8.4558e+01 7.5210e+01
87.0250 7.5664e+01 6.6798e+01 8.4926e+01 6.7479e+01 8.4277e+01 7.4990e+01 7.6333e+01 7.2324e+01 7.9004e+01 8.3373e+01 6.7930e+01 7.6423e+01 6.7479e+01 8.4277e+01 7.4963e+01
87.0750 7.5414e+01 6.6578e+01 8.4644e+01 6.7258e+01 8.3997e+01 7.4742e+01 7.6081e+01 7.2084e+01 7.8745e+01 8.3097e+01 6.7705e+01 7.6169e+01 6.7258e+01 8.3997e+01 7.4717e+01
87.1250 7.5165e+01 6.6359e+01 8.4364e+01 6.7037e+01 8.3718e+01 7.4496e+01 7.5830e+01 7.1844e+01 7.8486e+01 8.2821e+01 6.7482e+01 7.5917e+01 6.7037e+01 8.3718e+01 7.4472e+01
87.1750 7.4917e+01 6.6141e+01 8.4084e+01 6.6818e+01 8.3439e+01 7.4250e+01 7.5579e+01 7.1606e+01 7.8229e+01 8.2547e+01 6.7260e+01 7.5665e+01 6.6818e+01 8.3439e+01 7.4228e+01
87.2250 7.4670e+01 6.5924e+01 8.3806e+01 6.6599e+01 8.3162e+01 7.4006e+01 7.5330e+01 7.1368e+01 7.7973e+01 8.2273e+01 6.7038e+01 7.5415e+01 6.6599e+01 8.3162e+01 7.3985e+01
87.2750 7.4424e+01 6.5707e+01 8.3528e+01 6.6381e+01 8.2886e+01 7.3762e+01 7.5082e+01 7.1131e+01 7.7718e+01 8.2001e+01 6.6817e+01 7.5165e+01 6.6381e+01 8.2886e+01 7.3742e+01
87.3250 7.4179e+01 6.5492e+01 8.3252e+01 6.6163e+01 8.2611e+01 7.3520e+01 7.4834e+01 7.0895e+01 7.7463e+01 8.1730e+01 6.6597e+01 7.4917e+01 6.6163e+01 8.2611e+01 7.3501e+01
87.3750 7.3935e+01 6.5277e+01 8.2976e+01 6.5947e+01 8.2337e+01 7.3278e+01 7.4588e+01 7.0660e+01 7.7210e+01 8.1459e+01 6.6378e+01 7.4669e+01 6.5947e+01 8.2337e+01 7.3260e+01
87.4250 7.3692e+01 6.5063e+01 8.2702e+01 6.5731e+01 8.2064e+01 7.3037e+01 7.4342e+01 7.0426e+01 7.6957e+01 8.1190e+01 6.6159e+01 7.4422e+01 6.5731e+01 8.2064e+01 7.3020e+01
87.4750 7.3450e+01 6.4849e+01 8.2429e+01 6.5516e+01 8.1792e+01 7.2797e+01 7.4097e+01 7.0193e+01 7.6706e+01 8.0922e+01 6.5942e+01 7.4176e+01 6.5516e+01 8.1792e+01 7.2782e+01
87.5250 7.3208e+01 6.4637e+01 8.2157e+01 6.5302e+01 8.1522e+01 7.2558e+01 7.3853e+01 6.9960e+01 7.6455e+01 8.0654e+01 6.5725e+01 7.3931e+01 6.5302e+01 8.1522e+01 7.2544e+01
87.5750 7.2968e+01 6.4425e+01 8.1885e+01 6.5089e+01 8.1252e+01 7.2320e+01 7.3611e+01 6.9729e+01 7.6206e+01 8.0388e+01 6.5509e+01 7.3687e+01 6.5089e+01 8.1252e+01 7.2307e+01
87.6250 7.2728e+01 6.4214e+01 8.1615e+01 6.4877e+01 8.0983e+01 7.2082e+01 7.3369e+01 6.9499e+01 7.5957e+01 8.0123e+01 6.5294e+01 7.3444e+01 6.4877e+01 8.0983e+01 7.2070e+01
87.6750 7.2489e+01 6.4004e+01 8.1346e+01 6.4665e+01 8.0715e+01 7.1846e+01 7.3128e+01 6.9269e+01 7.5709e+01 7.9859e+01 6.5080e+01 7.3202e+01 6.4665e+01 8.0715e+01 7.1835e+01
87.7250 7.2251e+01 6.3794e+01 8.1078e+01 6.4454e+01 8.0448e+01 7.1611e+01 7.2887e+01 6.9040e+01 7.5463e+01 7.9595e+01 6.4867e+01 7.2961e+01 6.4454e+01 8.0448e+01 7.1601e+01
87.7750 7.2014e+01 6.3586e+01 8.0811e+01 6.4244e+01 8.0183e+01 7.1376e+01 7.2648e+01 6.8812e+01 7.5217e+01 7.9333e+01 6.4654e+01 7.2721e+01 6.4244e+01 8.0183e+01 7.1367e+01
87.8250 7.1778e+01 6.3378e+01 8.0545e+01 6.4035e+01 7.9918e+01 7.1142e+01 7.2410e+01 6.8585e+01 7.4972e+01 7.9072e+01 6.4442e+01 7.2481e+01 6.4035e+01 7.9918e+01 7.1135e+01
87.8750 7.1543e+01 6.3171e+01 8.0280e+01 6.3826e+01 7.9654e+01 7.0909e+01 7.2172e+01 6.8358e+01 7.4728e+01 7.8811e+01 6.4231e+01 7.2243e+01 6.3826e+01 7.9654e+01 7.0903e+01
87.9250 7.1309e+01 6.2965e+01 8.0015e+01 6.3619e+01 7.9391e+01 7.0677e+01 7.1936e+01 6.8133e+01 7.4485e+01 7.8552e+01 6.4020e+01 7.2005e+01 6.3619e+01 7.9391e+01 7.0672e+01
87.9750 7.1075e+01 6.2759e+01 7.9752e+01 6.3412e+01 7.9129e+01 7.0446e+01 7.1700e+01 6.7908e+01 7.4242e+01 7.8294e+01 6.3811e+01 7.1768e+01 6.3412e+01 7.9129e+01 7.0442e+01
88.0250 7.0843e+01 6.2554e+01 7.9490e+01 6.3205e+01 7.8869e+01 7.0216e+01 7.1465e+01 6.7684e+01 7.4001e+01 7.8036e+01 6.3602e+01 7.1532e+01 6.3205e+01 7.8869e+01 7.0213e+01
88.0750 7.0611e+01 6.2350e+01 7.9229e+01 6.3000e+01 7.8609e+01 6.9987e+01 7.1231e+01 6.7462e+01 7.3761e+01 7.7780e+01 6.3394e+01 7.1297e+01 6.3000e+01 7.8609e+01 6.9984e+01
88.1250 7.0380e+01 6.2147e+01 7.8969e+01 6.2795e+01 7.8350e+01 6.9758e+01 7.0998e+01 6.7240e+01 7.3521e+01 7.7525e+01 6.3187e+01 7.1063e+01 6.2795e+01 7.8350e+01 6.9757e+01
88.1750 7.0150e+01 6.1945e+01 7.8710e+01 6.2591e+01 7.8092e+01 6.9530e+01 7.0766e+01 6.7018e+01 7.3282e+01 7.7270e+01 6.2981e+01 7.0830e+01 6.2591e+01 7.8092e+01 6.9530e+01
88.2250 6.9921e+01 6.1743e+01 7.8451e+01 6.2388e+01 7.7835e+01 6.9304e+01 7.0535e+01 6.6798e+01 7.3045e+01 7.7017e+01 6.2775e+01 7.0598e+01 6.2388e+01 7.7835e+01 6.9305e+01
88.2750 6.9693e+01 6.1542e+01 7.8194e+01 6.2186e+01 7.7579e+01 6.9078e+01 7.0304e+01 6.6578e+01 7.2808e+01 7.6764e+01 6.2570e+01 7.0366e+01 6.2186e+01 7.7579e+01 6.9080e+01
88.3250 6.9466e+01 6.1342e+01 7.7938e+01 6.1984e+01 7.7324e+01 6.8852e+01 7.0075e+01 6.6359e+01 7.2572e+01 7.6512e+01 6.2366e+01 7.0136e+01 6.1984e+01 7.7324e+01 6.8856e+01
88.3750 6.9239e+01 6.1142e+01 7.7683e+01 6.1783e+01 7.7070e+01 6.8628e+01 6.9846e+01 6.6141e+01 7.2337e+01 7.6262e+01 6.2163e+01 6.9906e+01 6.1783e+01 7.7070e+01 6.8632e+01
88.4250 6.9013e+01 6.0943e+01 7.7428e+01 6.1583e+01 7.6817e+01 6.8405e+01 6.9618e+01 6.5924e+01 7.2103e+01 7.6012e+01 6.1960e+01 6.9677e+01 6.1583e+01 7.6817e+01 6.8410e+01
88.4750 6.8789e+01 6.0745e+01 7.7175e+01 6.1384e+01 7.6565e+01 6.8182e+01 6.9391e+01 6.5708e+01 7.1869e+01 7.5763e+01 6.1758e+01 6.9449e+01 6.1384e+01 7.6565e+01 6.8188e+01
88.5250 6.8565e+01 6.0548e+01 7.6922e+01 6.1185e+01 7.6314e+01 6.7960e+01 6.9165e+01 6.5492e+01 7.1637e+01 7.5515e+01 6.1557e+01 6.9222e+01 6.1185e+01 7.6314e+01 6.7967e+01
88.5750 6.8341e+01 6.0352e+01 7.6671e+01 6.0987e+01 7.6064e+01 6.7739e+01 6.8940e+01 6.5278e+01 7.1405e+01 7.5268e+01 6.1357e+01 6.8995e+01 6.0987e+01 7.6064e+01 6.7747e+01
88.6250 6.8119e+01 6.0156e+01 7.6420e+01 6.0790e+01 7.5814e+01 6.7519e+01 6.8715e+01 6.5064e+01 7.1174e+01 7.5022e+01 6.1157e+01 6.8770e+01 6.0790e+01 7.5814e+01 6.7528e+01
88.6750 6.7898e+01 5.9961e+01 7.6171e+01 6.0593e+01 7.5566e+01 6.7300e+01 6.8492e+01 6.4850e+01 7.0945e+01 7.4777e+01 6.0959e+01 6.8545e+01 6.0593e+01 7.5566e+01 6.7310e+01
88.7250 6.7677e+01 5.9766e+01 7.5922e+01 6.0398e+01 7.5319e+01 6.7081e+01 6.8269e+01 6.4638e+01 7.0716e+01 7.4533e+01 6.0760e+01 6.8321e+01 6.0398e+01 7.5319e+01 6.7092e+01
88.7750 6.7457e+01 5.9573e+01 7.5674e+01 6.0203e+01 7.5072e+01 6.6863e+01 6.8047e+01 6.4427e+01 7.0487e+01 7.4290e+01 6.0563e+01 6.8099e+01 6.0203e+01 7.5072e+01 6.6875e+01
88.8250 6.7238e+01 5.9380e+01 7.5427e+01 6.0008e+01 7.4826e+01 6.6646e+01 6.7826e+01 6.4216e+01 7.0260e+01 7.4047e+01 6.0366e+01 6.7876e+01 6.0008e+01 7.4826e+01 6.6659e+01
88.8750 6.7020e+01 5.9187e+01 7.5181e+01 5.9815e+01 7.4582e+01 6.6430e+01 6.7605e+01 6.4006e+01 7.0034e+01 7.3806e+01 6.0170e+01 6.7655e+01 5.9815e+01 7.4582e+01 6.6444e+01
88.9250 6.6802e+01 5.8996e+01 7.4936e+01 5.9622e+01 7.4338e+01 6.6215e+01 6.7386e+01 6.3797e+01 6.9808e+01 7.3565e+01 5.9975e+01 6.7434e+01 5.9622e+01 7.4338e+01 6.6230e+01
88.9750 6.6585e+01 5.8805e+01 7.4692e+01 5.9430e+01 7.4095e+01 6.6000e+01 6.7167e+01 6.3588e+01 6.9583e+01 7.3326e+01 5.9781e+01 6.7215e+01 5.9430e+01 7.4095e+01 6.6016e+01
89.0250 6.6370e+01 5.8615e+01 7.4449e+01 5.9238e+01 7.3853e+01 6.5787e+01 6.6949e+01 6.3380e+01 6.9359e+01 7.3087e+01 5.9587e+01 6.6996e+01 5.9238e+01 7.3853e+01 6.5803e+01
89.0750 6.6155e+01 5.8425e+01 7.4207e+01 5.9047e+01 7.3612e+01 6.5574e+01 6.6732e+01 6.3173e+01 6.9136e+01 7.2849e+01 5.9394e+01 6.6778e+01 5.9047e+01 7.3612e+01 6.5591e+01
89.1250 6.5940e+01 5.8237e+01 7.3965e+01 5.8857e+01 7.3372e+01 6.5362e+01 6.6516e+01 6.2967e+01 6.8913e+01 7.2612e+01 5.9202e+01 6.6561e+01 5.8857e+01 7.3372e+01 6.5380e+01
89.1750 6.5727e+01 5.8049e+01 7.3725e+01 5.8668e+01 7.3133e+01 6.5150e+01 6.6300e+01 6.2762e+01 6.8692e+01 7.2376e+01 5.9010e+01 6.6344e+01 5.8668e+01 7.3133e+01 6.5170e+01
89.2250 6.5514e+01 5.7861e+01 7.3485e+01 5.8479e+01 7.2894e+01 6.4939e+01 6.6085e+01 6.2557e+01 6.8471e+01 7.2140e+01 5.8819e+01 6.6129e+01 5.8479e+01 7.2894e+01 6.4960e+01
89.2750 6.5302e+01 5.7675e+01 7.3247e+01 5.8291e+01 7.2657e+01 6.4730e+01 6.5871e+01 6.2353e+01 6.8251e+01 7.1906e+01 5.8629e+01 6.5914e+01 5.8291e+01 7.2657e+01 6.4751e+01
89.3250 6.5091e+01 5.7489e+01 7.3009e+01 5.8104e+01 7.2421e+01 6.4521e+01 6.5658e+01 6.2150e+01 6.8032e+01 7.1672e+01 5.8440e+01 6.5700e+01 5.8104e+01 7.2421e+01 6.4543e+01
89.3750 6.4881e+01 5.7303e+01 7.2772e+01 5.7917e+01 7.2185e+01 6.4312e+01 6.5446e+01 6.1948e+01 6.7814e+01 7.1440e+01 5.8251e+01 6.5487e+01 5.7917e+01 7.2185e+01 6.4335e+01
89.4250 6.4671e+01 5.7119e+01 7.2536e+01 5.7731e+01 7.1950e+01 6.4105e+01 6.5234e+01 6.1746e+01 6.7596e+01 7.1208e+01 5.8063e+01 6.5274e+01 5.7731e+01 7.1950e+01 6.4129e+01
89.4750 6.4463e+01 5.6935e+01 7.2301e+01 5.7546e+01 7.1716e+01 6.3898e+01 6.5024e+01 6.1545e+01 6.7380e+01 7.0977e+01 5.7875e+01 6.5062e+01 5.7546e+01 7.1716e+01 6.3923e+01
89.5250 6.4255e+01 5.6752e+01 7.2066e+01 5.7362e+01 7.1483e+01 6.3692e+01 6.4814e+01 6.1345e+01 6.7164e+01 7.0747e+01 5.7688e+01 6.4852e+01 5.7362e+01 7.1483e+01 6.3718e+01
89.5750 6.4047e+01 5.6569e+01 7.1833e+01 5.7178e+01 7.1251e+01 6.3487e+01 6.4604e+01 6.1146e+01 6.6949e+01 7.0518e+01 5.7502e+01 6.4641e+01 5.7178e+01 7.1251e+01 6.3514e+01
89.6250 6.3841e+01 5.6387e+01 7.1600e+01 5.6995e+01 7.1019e+01 6.3282e+01 6.4396e+01 6.0947e+01 6.6734e+01 7.0289e+01 5.7317e+01 6.4432e+01 5.6995e+01 7.1019e+01 6.3310e+01
89.6750 6.3635e+01 5.6206e+01 7.1369e+01 5.6812e+01 7.0789e+01 6.3079e+01 6.4188e+01 6.0749e+01 6.6521e+01 7.0062e+01 5.7133e+01 6.4224e+01 5.6812e+01 7.0789e+01 6.3107e+01
89.7250 6.3430e+01 5.6025e+01 7.1138e+01 5.6630e+01 7.0559e+01 6.2876e+01 6.3981e+01 6.0552e+01 6.6308e+01 6.9835e+01 5.6949e+01 6.4016e+01 5.6630e+01 7.0559e+01 6.2905e+01
89.7750 6.3226e+01 5.5845e+01 7.0908e+01 5.6449e+01 7.0330e+01 6.2673e+01 6.3775e+01 6.0356e+01 6.6096e+01 6.9609e+01 5.6765e+01 6.3809e+01 5.6449e+01 7.0330e+01 6.2703e+01
89.8250 6.3023e+01 5.5666e+01 7.0679e+01 5.6268e+01 7.0102e+01 6.2472e+01 6.3570e+01 6.0160e+01 6.5885e+01 6.9384e+01 5.6583e+01 6.3602e+01 5.6268e+01 7.0102e+01 6.2503e+01
89.8750 6.2820e+01 5.5488e+01 7.0450e+01 5.6089e+01 6.9875e+01 6.2271e+01 6.3365e+01 5.9965e+01 6.5675e+01 6.9160e+01 5.6401e+01 6.3397e+01 5.6089e+01 6.9875e+01 6.2303e+01
89.9250 6.2618e+01 5.5310e+01 7.0223e+01 5.5909e+01 6.9649e+01 6.2071e+01 6.3161e+01 5.9771e+01 6.5465e+01 6.8937e+01 5.6219e+01 6.3192e+01 5.5909e+01 6.9649e+01 6.2104e+01
89.9750 6.2417e+01 5.5132e+01 6.9996e+01 5.5731e+01 6.9424e+01 6.1872e+01 6.2958e+01 5.9577e+01 6.5256e+01 6.8714e+01 5.6039e+01 6.2988e+01 5.5731e+01 6.9424e+01 6.1905e+01
90.0250 6.2216e+01 5.4956e+01 6.9771e+01 5.5553e+01 6.9199e+01 6.1673e+01 6.2756e+01 5.9384e+01 6.5048e+01 6.8492e+01 5.5859e+01 6.2785e+01 5.5553e+01 6.9199e+01 6.1708e+01
90.0750 6.2016e+01 5.4780e+01 6.9546e+01 5.5376e+01 6.8975e+01 6.1475e+01 6.2554e+01 5.9192e+01 6.4841e+01 6.8272e+01 5.5679e+01 6.2583e+01 5.5376e+01 6.8975e+01 6.1511e+01
90.1250 6.1817e+01 5.4604e+01 6.9322e+01 5.5199e+01 6.8752e+01 6.1278e+01 6.2353e+01 5.9001e+01 6.4634e+01 6.8051e+01 5.5501e+01 6.2381e+01 5.5199e+01 6.8752e+01 6.1314e+01
90.1750 6.1619e+01 5.4430e+01 6.9098e+01 5.5023e+01 6.8530e+01 6.1082e+01 6.2153e+01 5.8810e+01 6.4428e+01 6.7832e+01 5.5323e+01 6.2180e+01 5.5023e+01 6.8530e+01 6.1119e+01
90.2250 6.1422e+01 5.4255e+01 6.8876e+01 5.4847e+01 6.8309e+01 6.0886e+01 6.1953e+01 5.8620e+01 6.4223e+01 6.7614e+01 5.5145e+01 6.1980e+01 5.4847e+01 6.8309e+01 6.0924e+01
90.2750 6.1225e+01 5.4082e+01 6.8654e+01 5.4673e+01 6.8088e+01 6.0691e+01 6.1755e+01 5.8430e+01 6.4019e+01 6.7396e+01 5.4969e+01 6.1780e+01 5.4673e+01 6.8088e+01 6.0730e+01
90.3250 6.1029e+01 5.3909e+01 6.8433e+01 5.4499e+01 6.7868e+01 6.0497e+01 6.1557e+01 5.8242e+01 6.3815e+01 6.7179e+01 5.4793e+01 6.1581e+01 5.4499e+01 6.7868e+01 6.0536e+01
